мури гэтумгинэтэ ӈуткэтэ мытвинвытэгнэнмык айвачваамлыӈата чама рочгэты	м у р и г э т у м г и н э т э _ ӈ у т _ кэтэ м ы т в и н _ в ы т э г н э н _ м ы к а й в а ч в а а м ы ӈ а т а _ ч а м а р о ч г э т ы
ӄорыӈа вай ынкы рочгатама ваамлыӈата йынрытчигэ йынрыгэӈытко мытвинвытэгнэннэтэ	ӄ о р ы ӈ а в а й ы н к ы _ р о ч г а т _ а м а _ в а а м _ ы ӈ а т а й ы н р _ ы т ч и г э _ й ы н р ы г э ӈ ы т к о м ы т в _ и н в ы т э г н э н _ н э т э
ваам эвычагты элӄылинытык айвачыӈӄач уйӈэ ръэт лёӈръэтатыльын	в а а м э в ы ч а г т ы э ӄ ы _ и н _ ы т ы к _ а й в а ч ы ӈ ӄ а ч у й ӈ э р ъ э т ё _ ӈ _ р ъ э т _ а т ы _ ь ы н
ӈоонрэ лм айгысӄыӈӄачьым лымынкыри галгиръэтатлялен	ӈ о о н р э м а й г ы с ӄ ы ӈ ӄ а ч ь _ ы м _ ы м _ ы н к ы р и г а г и р ъ _ э т а т _ я е н
наӄам ээк нывитъытэлпыӄин	н а ӄ а м э э к н ы в и т _ ъ ы т _ э п ы _ ӄ и н
пэлӄынтэнмык визьдикотетыӈ	п э ӄ ы н т э н м ы к _ в и з ь д _ и к о т е т ы ӈ
энмыгэӈкы нытваӄаат	э н м ы г э ӈ к ы н ы т в а ӄ а а т
гырголягты наакатваӄаат	г ы р г о я г т ы _ н а а к а т в а ӄ а а т _
ныӈыръатваӄаат танӈыта	н ы ӈ ы р ъ а т в а ӄ а а т _ т а н ӈ ы т а
миӈкыри мынинмыкъыма	м и ӈ к ы р и м ы н и н м ы к ъ ы м а
тивын очоча	т и в ы н о ч о ч а
этъопэл ӈоонрэ айгыпы мынлельэнмык	э т ъ о п э ӈ о о н р э а й г ы п ы _ м ы н е _ ь _ э н м ы к _
миӈкы винвыт эвын мытрайъоӈына мытрантымӈэвӈӈоӈын мынкынпыткольатыӈӈомыкъым	м и ӈ к ы в и н в ы т э в ы н м ы т р а й ъ о ӈ ы н _ а _ м ы т р _ а н _ т ы м ӈ э в ӈ ӈ о _ ӈ ы н м ы н к ы н п ы т к о _ ь а т ы ӈ ӈ о м ы к ъ ы м
лгиэ’ӄээ’вкы вальын танӈочочьым тиквъэна	г и э ’ ӄ э э ’ _ в к ы в а ь ы н т а н ӈ о ч _ о ч ь ы м _ т и к в ъ э н а
опопыӈа торгынан чинит ӄэнарэрыркынэтык йыӄӄэй ралмалявӈытык гымнан рэӄын ивык	о п о п ы ӈ а т о р г ы н а н ч и н и т _ ӄ э н а р э р ы р к ы н э т ы к _ й ы ӄ ӄ э й _ р а м _ а я в _ ӈ ы т ы к _ г ы м н а н р э ӄ ы н и в ы к
ӄээӄын авъеткынка вэтчатвагъэм	ӄ э э ӄ ы н а в ъ е т к ы н к а в э т ч а т в а г ъ _ э м _
иквъиы’ма	и к в ъ и ы ’ м а
ынӈин ӄыныгйивэтыркын миӈкыри нылеркын	ы н ӈ и н ӄ ы н ы г й и в э т ы р к ы н _ м и ӈ к ы р и _ н ы е р к ы н
ӄээӄын эвычагты айгыпы ӈэнри ваамъеквэ ӄойвыткыната тарӄойвыткыната мытлельэнмыкъым	ӄ э э ӄ ы н э в ы ч а г т ы а й г ы п ы ӈ э н р и _ в а а м ъ е к в э _ ӄ о й _ в ы т _ к ы н _ а т а _ т а р ӄ о й в ы т к ы н а т а м ы т _ е ь э н м ы к _ ъ ы м
чейвэ тъёпатын каӈкачгыргын	ч е й в э т ъ ё п а т ы н _ к а ӈ _ к а ч г ы р г ы н _
тэнкаӈкачгыргыкъыма туркэӈкэлетэ вээмӄэйчыку ачымъытъымыёлгычыкоеквэ мытляӈӈомыкъым тотръэт мытйъогъан	т э н к а ӈ к а ч _ г ы р г ы к ъ ы м а т у р к э ӈ к э е т э _ в э э м ӄ э й ч ы к у а ч ы м ъ _ ы т ъ ы м ы ё _ г ы ч ы к о е к в э м ы т я ӈ ӈ о м ы к ъ ы м _ т о т р ъ э т м ы т й _ ъ о г ъ а н
ынӄэн лыгэн ръэт мытыркылегъэнъым	ы н ӄ э н ы г э н р ъ э т _ м ы т _ ы р к ы _ е _ г ъ э н ъ ы м
люут ӈэраӄычьэты ныкитэ мытынрынгиивын ковлёрвоор	ю ут ӈ э р а ӄ ы ч ь э т ы н ы к и т э _ м ы т ы н р _ ы н г и и в ы н _ к о в _ ё р в о о р _
наӄам ковлёрвыткольын галгэмытӄыталпыӈӈоленъым	н а ӄ а м к о в ё р в ы т к о _ ь ы н _ г а г э м ы т ӄ ы т _ а п ы ӈ ӈ о е н ъ ы м
ръэнут	р ъ э н у т
вылгыкирзовыйчапокльынъыма эвтэ дžинчыӄонагыльын эвыр тэӈэвытӄэй тэгнъыӄэвъяӈӈогъан ыныки нъымытӄытэлпыгъан гаймаӈэн нъыӄитывъигъэн	в ы г ы к и р _ з о в ы й ч а п о к ь ы н ъ ы м а э в т э д и н _ ч ы ӄ о н _ а г ы ь ы н э в ы р т э ӈ э в ы т ӄ э й _ т э г н _ ъ ы ӄ э в ъ я _ ӈ ӈ о г ъ а н ы н ы к и н ъ ы м ы т _ ӄ ы т э п ы _ г ъ а н г а й м а ӈ э н н ъ ы ӄ и т _ ы в ъ _ и г ъ э н
ытръэч	ы т р ъ э ч
лыгъоравэтльана ӈавтыӈгъэ мачквичкакъым тэгнилгыӄин ӈэвысӄэт	ы г ъ о р а в э т _ ь а н а ӈ а в т ы ӈ г ъ э м а ч к в и ч _ к а к _ ъ ы м т э г н и г ы ӄ и н ӈ э в ы с ӄ э т _
ынӄорыӈа ӄолетъылёӈа нэмэ чукоткагты етгъиы’м	ы н ӄ о р ы ӈ а ӄ о е т _ ъ ы ё _ ӈ а н э м э ч у к о т к а г т ы е т г ъ и _ ы _ ’ м
игыт намӈылёгъан тумгэ	и г ы т н а м ӈ ы ё г ъ а н _ т у м г э _
ы’мто гынин ӈэвъэн миӈкэмил вальын	ы ’ м т о г ы н и н ӈ э в ъ э н м и ӈ к _ э м _ и _ в а _ ь ы н
ии ытлён ынръам черитӄыльуӈэ	и и ы т ё н _ ы н р ъ а м _ ч е р и т ӄ ы ь _ у ӈ э _
ӄонпы нилгытэвӄинэ	ӄ о н п ы н и г ы т э в ӄ и н _ э _
турыгъевкы ынкъам вулӄытвик ӄонпы нилгытэвӄин	т у р ы г ъ е в к ы ы н к ъ а м в у ӄ _ ы т в _ и к _ ӄ о н п ы н и г ы т э в ӄ и н _
ӄэлёӄы’м эмнуӈкы гым гъурэтигымэ	ӄ э ё ӄ ы ’ м _ э м н у ӈ к ы г ы м г ъ у р э т и г ы м _ э _
ытлыгыт ытльат ынӄэнэ нутэвги омрыквытгавыт	ы т ы г ы т ы т ь _ а т ы н ӄ э н _ э н у т э в _ г и о м _ р ы к в ы т г а в _ ы т
нылгиныӈинӄинэ гаккантолен ынпычьын гымнин ынинэльын ынӄэнэ котыгыргинэ иvан	н ы г и н ы ӈ и н _ ӄ и н э г а к к а н т о е н _ ы н п ы ч ь ы н г ы м н и н ы н и н э _ ь ы н _ ы н ӄ э н _ э к о т ы г ы р г _ и н э и _ а н
ынык ч ыныкъым гъэмэтыленъымэ ынпыӈэв гымнинэ нутэӈэвыт	ы н ы к ч ы н ы к ъ ы м _ г _ ъ э м _ э т ы е н _ ъ ы м э ы н п ы ӈ э в г ы м н и н э н у т э ӈ э в ы т _
ынӄэнэ челг гачелгыръоленат гатъылыӈӈоленат	ы н ӄ э н э ч е г г а ч е _ г ы р ъ о е н _ а т _ г а т ъ ы ы ӈ ӈ о _ е н а т
ынӄэн уйӈэ гэнъэллин гагалята алымы ӈавкэтльан	ы н ӄ э н у й ӈ э г э н ъ э _ и н _ г а г _ а я т а а _ ы м ы ӈ а в _ к э т ь а н
гымыкэ гымыкъымэ яачыкэнатэ	г ы м ы к э г ы м ы к ъ ы м _ э я а ч _ ы к э н а т э _
вытгытчьэн нэмыӄэйэ ӈээккэӄэй нэмыӄэйэ гагалялен	в ы т г ы т ч ь э н н э м ы ӄ э й _ э ӈ э э к к э ӄ э й н э м ы ӄ э й _ э г а г _ а я _ е н
ынӄоры о’мрыӈа нагтоа’н	ы н ӄ о р ы о ’ м р ы ӈ а н а г т о а ’ н
гымнинэ игыткин чакэттомгыт ымыльо кымъытвальынтэъым	г ы м н и н э и г ы т к и н ч а к э т _ т о м г ы т ы м ы _ ь о _ к ы м ъ ы т в а _ ь ы н т э _ ъ ы м
галвавыӈӈолен ӄынвэт чейвыткук ынӄэнэ	г а в а в ы ӈ ӈ о е н _ ӄ ы н в э т ч е й в ы т к у к ы н ӄ э н э _
ымы э’чек выква вык ныквынтоӄэн ынӄэнэ	ы м ы э ’ ч е к в ы к в а _ в ы к _ н ы к в ы н т о ӄ э н _ ы н ӄ э н _ э _
э’чек выквыӄагтэ тэгнувъэлеӄин ытльата энанымӈыляквъэ ынӄэн	э ’ ч е к в ы к в ы ӄ а г т э _ т э г н у в ъ _ э е ӄ и н _ ы т ь а т а э н а н _ ы м ӈ ы я к в ъ э _ ы н ӄ э н
ӄытлыги выквылгыӄай тэгнувъэлеӄин тэгныкээӄин ынӄэнэ	ӄ ы т ы г и в ы к в ы г ы ӄ а й _ т э г н у в ъ _ э е ӄ и н _ т э г н ы к э э ӄ и н ы н ӄ э н _ э
нивӄинъым ӄэлюӄ мури нылгиныӈинмури ныӈинмуриы’м ынӄэнэ ы’ттъыгрээн тынинтыгъэн выквылгыӄай	н и в ӄ и н ъ ы м ӄ э ю ӄ _ м у р и н ы г _ и н ы ӈ _ и н _ м у р и н ы ӈ и н м у р и ы ’ м _ ы н ӄ э н э ы ’ т т ъ ы г р э э н _ т ы н и н _ т ы г ъ э н в ы к в ы г _ ы ӄ а й
уйӈэ эчимгъукыльымури ӄэлюӄ нэмыӄэйъым читъым ынӄэнэ тынэёлӄыльымэ ӈутку рэтлетъёлӄыл и’нничгэ и’нничгу гэтэйкытэ ынӄэн выквылгыӄай	у й ӈ э э ч и м г ъ у к ы ь _ ы м у р и _ ӄ э ю ӄ н э м ы ӄ э й ъ ы м _ ч и т ъ ы м _ ы н ӄ э н э _ т ы н э ё _ ӄ ы ь _ ы м э ӈ у т к у р э т е т ъ ё _ ӄ ы _ и ’ н н и ч г э и ’ н _ н и ч г у г э т _ э й к ы т э ы н ӄ э н _ в ы к в ы г ы ӄ а й
ынӄэнъым ынкъам гым итыкэ	ы н ӄ э н ъ ы м ы н к ъ а м г ы м _ и т ы к э _
чакэттомгыӄай уйӈэ гагаляленъым	ч а к э т т о м г ы ӄ а й у й ӈ э _ г а г а я е н _ ъ ы м _
гым ытльата гэнапытӄынлыватлен	г ы м ы т ь а т а _ г э н _ а п ы т ӄ ы н ы в _ а т е н
ынӄэнэ энмэч тъэргииӈит ӈэръамытлыӈгээӈэльэвымэ панэнаъым ынӄэн нылёойгым ытльак ынӄэн	ы н ӄ э н э э н м э ч т ъ э р _ г и и ӈ _ и т _ ӈ э р ъ а м ы т ы ӈ г э _ э ӈ э ь э в ы м э п а н э н а ъ ы м ы н ӄ э н н ы ё _ о й г ы м ы т _ ь а к _ ы н ӄ э н
ялгытык ялгыт ныялгынморэ нытарагӄэнатъым йъэлыги гым ынӄэнэ ытльак тароӈыльын айколятльын нинививым	я г ы т ы к я г ы т _ н ы я г ы н _ м о р э н ы т _ а р а г ӄ э н а т _ ъ ы м й ъ э ы г и г ы м _ ы н ӄ э н э ы т _ ь а к _ т а р о ӈ ы _ ь ы н а й _ к о я т ь _ ы н н и н и в и в ы м
мэмэй аны мыммэмэа’к	м э м э й а н ы м ы м _ м э м э _ а ’ к _
ӈэвэӄы’м нинивӄин	ӈ э в э ӄ ы ’ м н и н и в ӄ и н _
аны евъев евъев	а н ы е в ъ е в е в ъ е в
гымъым ӄэлюӄ ынпыӈэвӄэйэ эпэӄэйъымэ ынӄэнэ ынпычьын чакыгэт гымыкытльэн энмэч ынанэ нэмыӄэй гэнмэйӈэвлинэтэ	г ы м ъ ы м ӄ э ю ӄ _ ы н п ы ӈ э в ӄ э й э _ э п э ӄ э й ъ ы м _ э ы н ӄ э н _ э ы н п ы ч ь ы н ч а к ы г э т _ г ы м ы к ы т ь _ э н _ э н м э ч _ ы н а н э н э м ы ӄ э й _ г э н м _ э й ӈ э в и н _ э т э _
ӈирэчеӈэ ӄынутъымэ ганрагтатлен ынӄэн ӄлявыля тъэче эмӈинӄэгл эмнэнэнэльэъым ынӄэн ӄлявылтэ	ӈ и р э ч е ӈ э ӄ ы н у т ъ ы м _ э г а н р а г т _ а т е н ы н ӄ э н _ ӄ я в ы я _ т ъ э ч е _ э м ӈ и н ӄ э г э м _ н э н _ э н э ь э _ ъ ы м ы н ӄ э н ӄ я в ы т _ э _
ӄунэчеӈэ ы’ттъыёлкэнъым итыкэ ӄайвыквын ытри ӄайвыквыӈа	ӄ у н э ч е ӈ э ы ’ т т ъ ы ё _ к э н ъ ы м _ и т ы к э ӄ а й в ы к _ в ы н ы т р и _ ӄ а й в ы к в ы ӈ _ а _
ӈинӄэгти ынан рымэйӈэвнинэт	ӈ и н ӄ э г т и ы н а н р ы м э й ӈ э в н и н э т _
ӄоры нэмэӈэ уйӈэ нъэлык тумгытумъым нэмэ ынӄэнэ	ӄ о р ы н э м э ӈ э _ у й ӈ э н ъ _ э ы к _ т у м г ы т у м _ ъ ы м н э м э ы н ӄ э н _ э
нэмэ ганрагтатлен нэмэӈэ ӈиръэ ӈинӄэгти выквытыӈатъым льэтыӄай	н э м э г а н р а г т а т е н _ н э м _ э ӈ э ӈ и р ъ э ӈ и н ӄ э г т и _ в ы к в ы т ы ӈ а т _ ъ ы м _ ь _ э т ы ӄ а й
янор омваамгыпы такчитэ лымэвыр афтобуча камаза трэлӄытгъэ элгыӄанъявэты	я н о р о м в а а м г ы п ы _ т а к _ ч и т э ы м э в ы р _ а ф _ т о б _ у ч а к а м а з а т р _ э ӄ ы т г ъ э _ э г ы ӄ а н ъ я в э т ы _
илгыӄэнъевык ынкы н киткит тратвагъа тъэр ы’лёӈэт тратвагъа ӄэлюӄы’м гэмо гымнан титэ трэпириӈынэт въэӈэты	и г ы ӄ э н ъ е в ы к _ ы н к ы н к и т к и т т р а т в а г ъ а _ т ъ э р _ ы ’ _ ё _ ӈ э т _ т р а т в а г ъ а _ ӄ э ю ӄ ы ’ м _ г э м о _ г ы м н а н т и т э т р _ э п и р _ и ӈ ы н э т _ в ъ э ӈ э т ы _
ынӄоры въаӈгыпы въаӈгыпы ынкы трабилетынӈаа’ мачквагты	ы н ӄ о р ы в ъ а ӈ г ы п ы в ъ _ а ӈ г ы п ы _ ы н к ы т р _ а б и _ е т _ ы н ӈ а а ’ м а ч к в а г т ы
мочквайпы трэриӈээ’ чанктпитирбургэты	м о ч к в а й п ы _ т р э р и ӈ э э ’ ч а н _ к т п _ и т и р б у р г э т ы
ынкы трэльуӈынэт гымнинэт чакэттомгыӄай лярича ынкъам гымнин ӈавытлывэӄай vиталина	ы н к ы т р э ь _ у _ ӈ ы н э т г ы м н и н э т ч а к э т т о м г ы ӄ а й _ я р _ и ч а ы н к ъ а м _ г ы м н и н ӈ а в ы т ы в _ э ӄ а й _ и т _ а и н а _
мэсӄээӄын ынкы мытратваа’ дианана транкалровӈынат лыгэн питиргоф тэӈимыръэнут мытрэгитэӈын	м э с ӄ э э ӄ ы н ы н к ы м ы т р а т в а а ’ д _ и _ а н _ а н а _ т р а н к а р о в _ ӈ ы н а т ы г э н п и т _ и р г о _ ф т э ӈ и м ы р ъ э н у т м ы т р э г и т э ӈ ы н _
лыгэнъым ынӄэн майӈынымэӈын чанктпитирбурк транкалровӈын	ы г э н ъ ы м ы н ӄ э н _ м а й ӈ ы н ы м э ӈ ы н _ ч а н _ к т п _ и т и р б у р к т р а н к а р о в _ ӈ ы н
ынкы ткэлиткугъэк тъэргииӈит	ы н к ы т к э и т к у _ г ъ э к _ т ъ э р г и и ӈ и т _
ынӄоры vиталинанэн отпучк ратвагъа мури кынмал мытрэлӄытгъэ аӈӄагты мытрайъоӈын	ы н ӄ о р ы и т а и н _ а н э н _ о т п у ч к _ р а т в а г ъ а м у р и к ы н м а _ м ы т р э ӄ _ ы т _ г ъ э а ӈ ӄ а г т ы _ м ы т р а й ъ о ӈ ы н
ляричанэн ы’лгытумгыӄэй žэня мытрай мытрайъоӈын ынкы мытранымытвагъа тъэр нидэлят	я р и ч а н э н ы ’ _ г ы т у м г ы ӄ э й _ э н я м ы т р а й _ м ы т р а й ъ о ӈ ы н ы н к ы _ м ы т р а н ы м ы т в а г ъ а _ т ъ э р _ н _ и д э _ я т _
ынӄоры нэмэ питирэты мытрэлӄытгъэ	ы н ӄ о р ы н э м э п и т _ и р _ э т ы _ м ы т р э ӄ ы т г ъ э
мэсӄээӄын ынкы мытратвагъа	м э с ӄ э э ӄ ы н ы н к ы м ы т р а т в а г ъ а
нэмэ мачквагты мачквайпы въаӈэты въаӈгыпы элгыӄанъявэты ынкъам ӈутрилы нэмэ мытрарагтыа’	н э м э м а ч к в а г т ы _ м а ч к _ в а й п ы в ъ _ а ӈ э т ы в ъ а ӈ г ы п ы _ э г ы ӄ _ а н ъ я в э т ы _ ы н к ъ а м ӈ у т р и ы н э м э _ м ы т р _ а р а г т ы а’ _
ӄэлюӄы’м диананэн энмэч калеткогыргын рэпкиргъэ	ӄ э ю ӄ ы ’ м д _ и а н а н э н _ э н м э ч к а е т к о г ы р г ы н _ р э п к и р г ъ э _
опопы мачынан мачынан нымачпэляткоа’н кэлиткук	о п о п ы м а ч ы н а н м а ч ы н а н н ы м а ч _ п э _ я т _ к о _ а ’ н к э и т к у к
ытлён нылгинытэӈкэлиткуӄин аммытлыӈ аммытлыӈбалтэ ӄонпы нинэпириӄинэт	ы т ё н н ы г _ и н ы т э ӈ к э _ и т к у ӄ и н а м м ы т ы ӈ а м _ м ы т ы ӈ б _ а т э ӄ о н п ы н и н э п и р и ӄ и н э т
ынӄэ мачынан нымэч нымачпэлятъан	ы н ӄ э м а ч ы н а н н ы м э ч _ н ы м а ч п э _ я _ т ъ _ а н
пэтле рэркылегнинэт кэлиткутумгыт	п э т е р э р к ы _ е г н и н э т _ к э и т к у т у м г ы т
ытръэч	ы т р ъ э ч
айвэ гым пытӄайвэ тыетгъэк элгыӄанъяквыпы	а й в э г ы м п ы т ӄ а й _ в э _ т ы е т г ъ э к _ э г ы ӄ а н ъ я _ к в _ ы п ы
ынкы	ы н к ы
нывилыткуйгыт	н ы в и ы т к у й г ы т _
ынкы ы’твиӈын гэетлин	ы н к ы ы ’ т в и ӈ ы н г э е т _ и н _
вэлыткорак имыръэнутэ ныйылӄин	в э ы т к о р _ а к и м ы р ъ э н у т э н ы й ы ӄ и н _
э’льэлетэ	э ’ ь э е т э
ынкъам мытъенмык элгыӄанъяквыпы пэтле	ы н к ъ а м м ы т ъ е н м ы к э г ы ӄ _ а н ъ я _ к в _ ы п ы п э т е
ӄлявыл мургин гатапаспортӈылен	ӄ я в ы м у р г и н _ г а т а п а с п _ о р т _ ӈ ы е н
ынкъам айвэ ымъылёӈэт тытъымӄупӄэтгъэк	ы н к ъ а м а й в э ы м ъ _ ы ё _ ӈ э т _ т ы т ъ ы м ӄ у п ӄ э т г ъ э к _
ымъысоӈэт ымъылёӈэт тыйылӄэтгъэк	ы м ъ ы с о ӈ э т _ ы м ъ ы ё ӈ э т _ т ы й ы ӄ э т г ъ э к
люутэ пъомпъоӈыт тыльунэт лгинымкыӄин	ю у т э п ъ о м _ п ъ о _ ӈ ы т т ы ь у н э т _ г и н ы м к ы ӄ и н
ынкъам тыгэсеӈӈонат	ы н к ъ а м т ы г э с _ е _ ӈ ӈ о н а т
ынӄэн тынтыяатгъан а’нэлёвыргын ынӄо	ы н ӄ э н т ы н т ы я а т г ъ а н _ а ’ _ н э ё в _ ы р г ы н ы н ӄ о
тръилегъэ пъомпъоӈэты	т р ъ и е г ъ э п _ ъ о м п ъ о _ ӈ э т ы
тыгынтэгъэ пъомпъоӈэты	т ы г ы н т э г ъ э _ п ъ о м п ъ о _ ӈ э т ы
ынӄо мрэнэ гым нагтатэвым	ы н ӄ о м р э н э г ы м _ н а г т _ а т э в ы м _
гым трагтыгъак	г ы м т р а г т ы гъак _
ярагты нагтатгыт	я р а г т ы н а г т а т г ы т
ии ынкъам пъомпъоӈытэ тынмигчирэвнэт	и и ы н к ъ а м п ъ о м _ п _ ъ о _ ӈ ы т э т ы н м и г ч и р э в н э т _
тынититынэт игыт	т ы н и т и т ы н э т и г ы т _
тынчикунэт	т ы н ч и к у н э т
тынчикунэт	т ы н ч и к у н э т
тынчикунэт	т ы н ч и к у н э т
и тынититынэт ынкъам игыт вай ӈан ӈоонӄэн	и т ы н и т и т ы н э т _ ы н к ъ а м _ и г ы т в а й ӈ а н _ ӈ о о н ӄ э н _
гым чит омваамвырочгэты тъанэлёсӄэвык яраг рымагтэты	г ы м ч и т о м в а а м _ в _ ы р _ о ч г э т ы т ъ а н э ё с ӄ э в ы к _ я р а г р ы м а г т э т ы
ынӄо люут ынкы тыльунэт пъомпъоӈыт нымкыӄин	ы н ӄ о ю у т ы н к ы _ т _ ы ь _ у н э т _ п ъ о м п ъ о _ ӈ ы т н ы м к ы ӄ и н
ынкъам тыгэчеӈӈонат	ы н к ъ а м т ы г э ч е ӈ _ ӈ о н а т _
пууръу тытаӈынтыяатын а’нэлёгыргын	п у у р ъ у т ы т а ӈ ы н т ы я а т ы н _ а ’ _ н э ё г ы р г ы н _
ынкъам пъомпъоӈыт тыгисинэт	ы н к ъ а м п ъ о м п _ ъ о _ ӈ ы т т ы г и с и н э т _
наӄам ныгтымранатӄэн	н а ӄ а м н ы г т ы м р а н _ а т ӄ э н _
мрэнэ нэнугым	м р э н э н э н у _ г ы м
и ынкы трагтыгъак	и ы н к ы т р а г т ы _ г ъ а к _
ытръэч	ы т р ъ э ч
гым ынкъам палина гапъомпъоӈӈытаморэ	г ы м ы н к ъ а м п а и н _ а _ г а п _ ъ о м п ъ о _ ӈ ӈ ы т а м о р э
наӄам нилетӄин чама	н а ӄ а м н и е т ӄ и н _ ч а м а _
вэнлыги мытэквэнмыкъым	в э н ы г и м ы т э к в энмык _ ъ ы м
чама ныкитэ ныкытийгатӄэн ныч нымассьачаӈкытийгатӄэн ынкъам тэӈуйӈэ эмрэнкэ	ч а м а н ы к и т э н ы к ы т и й _ г а т ӄ э н _ н ы ч _ н ы м а с с ь _ а ч _ а ӈ к ы т и й г а т ӄ э н ы н к ъ а м т э ӈ у й ӈ э э м р э н к э _
ынкы мытгисинэтэ пъомпъоӈытъым ынкъам лемӄут	ы н к ы м ы т г и с _ и н _ э т э п ъ о м п ъ о _ ӈ ы т ъ ы м ы н к ъ а м е м ӄ у т
лемӄут	е м ӄ у т
ынӄо ынӄо мури мытрагтымык	ы н ӄ о ы н ӄ о м у р и м ы т р _ а г т _ ы м ы к _
нымӈылтэлӄэн ваӈӄарэмакэн куувэӈэ аӈӄальын	н ы м ӈ ы т э ӄ э н в а ӈ ӄ а р _ э м а к э н _ к у у в э ӈ э а ӈ ӄ _ а ь ы н
нивӄинэ ӄол мытинмык нутэк гэткивмури магляльыморэ лгэсьасаӈвыясеэгатӄэн	н и в ӄ и н э ӄ о м ы т и н м ы к _ н у т э к г э т к и в _ м у р и _ м _ а г _ я ь _ ы м о р э г э с ь а _ с а ӈ в ы я с е э г а т ӄ э н
ымыльо ӄол эргыръокы тылӄутгъэкъымэ рэмкын эвын норгымэглетӄэн	ы м ы ь о ӄ о э р г ы р ъ о _ к ы т ы ӄ _ у т _ г ъ э к ъ ы м _ э р э м к ы н э в ы н н о р г ы м _ э г _ е т _ ӄ э н
чинитъыттъыгаканъёк рэмкыт ӄача энмэ нымигчирэтӄинэт	ч и н и т ъ ы т т ъ ы г а к а н ъ ё _ к р э м к ы т ӄ а ч а э н м э _ н ы м и г ч и р э т ӄ и н э т _
нивигым мычейвыткугъэк китаӄуна момавгъак	н и в и г ы м м ы ч е й в ы т к у г ъ э к к и т а ӄ у н а _ м _ о м а в _ г ъ а к
тыльугъэн ӄол каӈэтвальын орвыкъым	т ы ь у г ъ э н _ ӄ о к а ӈ э т в а ь ы н _ о р в ы к _ ъ ы м
ниви тыӈойӈыкыплыгъан	н и в и т ы ӈ о й ӈ ы к _ ы п ы г ъ а н _
нивигым этаны гымнин ынӄэнэ пэнин ӄуӈычгытэйкэвытумгын	н и в и г ы м э т а н ы г ы м н и н ы н ӄ э н _ э _ п э н и н _ ӄ _ у ӈ ы ч г ы т _ э й к э в _ ы т у м г ы н
читъым нэрмэйгым гым нэрмэчитивым ваӈӄарэмак тэйкэвык	ч и т ъ ы м н э р м э й _ гым г ы м _ н э р м э ч и т и в _ ы м _ в а ӈ ӄ а р э м а к _ т э й к э в ы к
тыгитэгъэн ӄытлыги ӄырым ӄытлыги эмнуӈыльын пэгытту	т ы г и т э г ъ э н ӄ ы т ы г и ӄ ы р ы м _ ӄ ы т _ ы г и э м н у ӈ _ ы _ ь ы н п _ э г ы т т у _
чит тыгынтэвыркынъым инэпирии’	ч и т т ы г ы н т э в ы р к ы н _ ъ ы м _ и н э п и р и и ’
мыттэйкэвмыкъым	м ы т т э й к э в м ы к ъ ы м _
лымынкыри энанватъевгъэ ымы инэтрилгъи	ы м ы н к ы р и э н а н в а т _ ъ е в г ъ э _ ы м ы и н э т р и г ъ и _
тагрытыляма муриӈэ	т а г р ы т ы я _ м а м у р и ӈ э
ынӄэнэ гым ипэ кымъыӈэнэ нэнатарычваӈӄэн ӄэлюӄ ӈээккэӄэйивым еп	ы н ӄ э н э г ы м и п э _ к ы м ъ ы ӈ э н э н э н а т _ а р _ ы ч _ в а ӈ _ ӄ э н ӄ э ю ӄ ӈ э э к к э ӄ э й и в _ ы м е п _
нэнатарычваӈӄээтъымэ	н э н а т а р ы ч в а ӈ ӄ _ э э т ъ ы м э
нинэйылӄин гым каарачыко вальэвым ва ынӄэн нэналпынрыӄэн кэгынмычыку	н и н э й ы ӄ и н г ы м к а а р _ а ч ы к о в а _ ь _ э в ы м _ в а ы н ӄ э н н э н а п ы н р _ ы ӄ э н _ к э г ы н _ м ы ч ы к у
ытръэч ынӄэнэ ӄол тынтынэт тыгитэнэт ынин кэгынмытъым	ы т р ъ э ч ы н ӄ э н э ӄ о _ т ы н т ы н э т _ т ы г и т _ э н э т _ ы н и н _ к э г ы н м ы т ъ ы м _
элёльыӈӈоа’тэ аръаля гагты	э ё ь ы ӈ ӈ о _ а ’ т э а р ъ а я г а г т ы
ынӄэн эӄылпэӈэ тыпиринэт ынӈин	ы н ӄ э н э ӄ ы п э ӈ э _ т ы п и р _ и н э т ы н ӈ и н
тынинтысӄивнэт ӈоонрэ каарачыкойпы	т ы н и н т ы с ӄ и в н э т _ ӈ о о н р э к а а р ачыкойпы
ӈоонӄо ы’лык иргъэт	ӈ о о н ӄ о ы ’ ы к и р г ъ э т _
ынӄорыӈэ гамӈылтэтлен апаӄайына	ы н ӄ о р ы ӈ э г а м ӈ ы т _ э т е н _ а п а ӄ а й ы н а
ытчаяӄэйъым гымнинэ эпэӄэйыну нинъэйӈэвивым	ы т ч а я ӄ э й ъ ы м г ы м н и н _ э э п э ӄ э й ы н у _ н и н ъ э й ӈ э в и в _ ы м
ытльэ гымыкытльэн ынӄэнэ ынпыччакит ынпычьын чакыгэт	ы т ь э г ы м ы к ы т ь _ э н ы н ӄ э н _ э ы н п ы ч _ ч а к и т _ ы н п ы ч ь ы н ч а к ы г э т
